first_name,last_name,season,season_type,league,team,games,starts,minutes,points,two_points_made,two_points_attempted,three_points_made,three_points_attempted,free_throws_made,free_throws_attempted,blocked_shot_attempts,offensive_rebounds,defensive_rebounds,assists,screen_assists,turnovers,steals,deflections,loose_balls_recovered,blocked_shots,personal_fouls,personal_fouls_drawn,offensive_fouls,charges_drawn,technical_fouls,flagrant_fouls,ejections,points_off_turnovers,points_in_paint,second_chance_points,fast_break_points,possessions,estimated_possessions,team_possessions,usage_percentage,true_shooting_percentage,three_point_attempt_rate,free_throw_rate,offensive_rebounding_percentage,defensive_rebounding_percentage,total_rebounding_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,internal_box_plus_minus,first_name_norm_x,last_name_norm_x,full_name_norm_x,in_nba,plus_minus,calculated_possessions,plays_used,birth_date,first_name_norm_y,last_name_norm_y,full_name_norm_y
Halilovic,Mcdaniels,2020.0,Full Season,EuroCup,Gamecocks,7.0,3.0,163.18,55.0,13.0,28.0,7.0,18.0,8.0,13.0,1.0,2.0,12.0,28.0,0.0,10.0,4.0,0.0,0.0,0.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.672,286.672,1147.18,18.6011,0.5317000000000001,0.39130000000000004,0.2826,3.0734,8.749600000000001,6.3409,31.2777,1.72,0.0,16.2022,-3.7981,halilovic,mcdaniels,halilovic|mcdaniels,False,,,,1990-07-29,halilovic,mcdaniels,halilovic|mcdaniels
Hamed,Gates,2021.0,Full Season,Italy - Liga A,Horned Frogs,19.0,7.0,443.0,159.0,39.0,85.0,19.0,47.0,24.0,29.0,4.0,26.0,58.0,28.0,0.0,28.0,17.0,0.0,0.0,1.0,45.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,805.1998,805.1998,1390.4691,18.8584,0.5492,0.3561,0.2197,6.2211,17.6854,10.4151,12.9164,1.8365,0.2852,16.2075,-0.039900000000000005,hamed,gates,hamed|gates,False,,,,1991-10-29,hamed,gates,hamed|gates
Hanno,Mbenga,2021.0,Full Season,Italy - Liga A,Paladins,4.0,0.0,6.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1624,11.1624,1265.0773,15.3714,0.5,0.0,0.0,0.0,21.7709,9.3091,0.0,0.0,17.2477,0.0,-2.1233,hanno,mbenga,hanno|mbenga,False,,,,1997-06-23,hanno,mbenga,hanno|mbenga
Hansbrough,Davis,2021.0,Full Season,Italy - Liga A,Horned Frogs,4.0,0.0,30.0,6.0,0.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.5282,54.5282,1390.4691,16.1192,0.33330000000000004,0.8889,0.0,0.0,8.1003,3.6535,6.9978,1.9988000000000001,0.0,10.0,-7.8762,hansbrough,davis,hansbrough|davis,False,,,,1982-05-25,hansbrough,davis,hansbrough|davis
Hansen,Haliburton,2012.0,Full Season,EuroCup,Saints,6.0,2.0,140.42,53.0,10.0,30.0,9.0,25.0,6.0,6.0,1.0,0.0,13.0,8.0,0.0,7.0,3.0,0.0,0.0,1.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.4067,245.4067,419.4459,22.5087,0.45980000000000004,0.4545,0.1091,0.0,12.7293,6.12,10.7767,1.3752,0.8258000000000001,10.8292,-1.5821,hansen,haliburton,hansen|haliburton,False,,,,1984-01-15,hansen,haliburton,hansen|haliburton
Harper,Jovic,2012.0,Full Season,EuroLeague,Gators,2.0,0.0,10.86,3.0,1.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7234,18.7234,698.2448,34.1528,0.2757,0.4,0.2,0.0,0.0,0.0,14.8129,0.0,0.0,26.8817,-25.495,harper,jovic,harper|jovic,True,,,,1986-03-31,harper,jovic,harper|jovic
Harper,Jovic,2012.0,Full Season,Spain - ACB,Gators,2.0,0.0,18.31,7.0,2.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.7767,30.7767,2781.8339,30.8563,0.3889,0.4444,0.0,0.0,21.7613,11.0382,0.0,6.2296,0.0,18.1818,-12.5665,harper,jovic,harper|jovic,True,,,,1986-03-31,harper,jovic,harper|jovic
Harper,Jovic,2010.0,Full Season,NBA,Suns,96.0,2.0,1679.1667,757.0,178.0,363.0,87.0,228.0,140.0,190.0,38.0,48.0,152.0,277.0,0.0,142.0,52.0,0.0,0.0,9.0,149.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3463.5,3309.7635,9291.6477,21.6221,0.5611,0.38580000000000003,0.3215,2.6364,11.768,6.4665,23.9175,1.4239,0.10650000000000001,17.3892,0.2848,harper,jovic,harper|jovic,,80.0,3463.5,831.0,1986-03-31,harper,jovic,harper|jovic
Harper,Jovic,2011.0,Full Season,NBA,,70.0,5.0,1233.8667,523.0,136.0,286.0,56.0,155.0,83.0,133.0,26.0,36.0,106.0,204.0,0.0,117.0,50.0,0.0,0.0,10.0,125.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2541.5,2424.7254,7847.517,22.4228,0.5262,0.354,0.3012,4.1309000000000005,8.6823,7.0362,26.0634,1.9809999999999999,0.9858,18.622,-1.2777,harper,jovic,harper|jovic,,-219.0,2541.5,628.0,1986-03-31,harper,jovic,harper|jovic
Harper,Jovic,2012.0,Full Season,NBA,Rockets,66.0,28.0,1751.9167,775.0,209.0,398.0,68.0,202.0,153.0,190.0,35.0,53.0,115.0,351.0,0.0,157.0,85.0,0.0,0.0,10.0,166.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3507.5,3346.4977,6137.4478,21.8042,0.5669000000000001,0.3367,0.31670000000000004,4.9951,8.1344,6.6674,30.7059,2.4876,0.3886,18.6771,1.7851,harper,jovic,harper|jovic,,77.0,3507.5,855.0,1986-03-31,harper,jovic,harper|jovic
Harper,Jovic,2013.0,Full Season,NBA,Suns,77.0,77.0,2581.15,1134.0,313.0,630.0,88.0,276.0,244.0,326.0,39.0,60.0,178.0,569.0,0.0,212.0,124.0,0.0,0.0,26.0,214.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5297.5,5024.8942,7711.1389,21.7335,0.5403,0.30460000000000004,0.3598,3.363,6.6532,5.1886,38.2145,2.7112,1.0249,16.8062,1.3827,harper,jovic,harper|jovic,,-242.0,5297.5,1270.0,1986-03-31,harper,jovic,harper|jovic
Harper,Jovic,2014.0,Full Season,NBA,Suns,76.0,75.0,2667.9833,1542.0,430.0,794.0,122.0,299.0,316.0,416.0,60.0,69.0,176.0,447.0,0.0,213.0,104.0,0.0,0.0,22.0,206.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5588.5,5322.8363,7882.5554,24.5428,0.6042000000000001,0.2736,0.3806,3.383,9.2407,4.0993,29.6636,1.9805000000000001,1.0896,14.3045,3.7946,harper,jovic,harper|jovic,,302.0,5588.5,1491.0,1986-03-31,harper,jovic,harper|jovic
Harper,Jovic,2015.0,Full Season,NBA,,78.0,78.0,2640.0333,1275.0,412.0,743.0,90.0,259.0,181.0,234.0,49.0,81.0,193.0,350.0,0.0,173.0,78.0,0.0,0.0,15.0,195.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,5541.0,5194.1034,7803.0531,21.7567,0.5771000000000001,0.2575,0.23620000000000002,3.4352,7.7612,7.2919,21.6109,1.47,0.7923,13.5403,0.7909,harper,jovic,harper|jovic,,22.0,5541.0,1286.0,1986-03-31,harper,jovic,harper|jovic
Harper,Jovic,2016.0,Full Season,NBA,Heat,86.0,86.0,2834.6667,1249.0,428.0,830.0,80.0,251.0,153.0,208.0,49.0,65.0,281.0,473.0,1.0,216.0,77.0,13.0,13.0,20.0,234.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,5837.0,5496.5196,9022.3327,22.51,0.5326000000000001,0.23220000000000002,0.19240000000000002,3.9548,12.1021,5.9489,26.8098,1.5003000000000002,0.3199,15.5561,-0.3539,harper,jovic,harper|jovic,,245.0,5837.0,1398.0,1986-03-31,harper,jovic,harper|jovic
Harper,Jovic,2017.0,Full Season,NBA,Heat,73.0,73.0,2459.4167,1483.0,417.0,835.0,117.0,289.0,298.0,377.0,67.0,62.0,217.0,423.0,31.0,212.0,89.0,149.0,79.0,13.0,199.0,0.0,0.0,4.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,5163.0,4878.7088,7847.4592,27.0922,0.5749000000000001,0.2571,0.33540000000000003,2.3978,10.9082,7.1086,30.6727,1.7187999999999999,0.8358,14.1156,2.4778000000000002,harper,jovic,harper|jovic,,62.0,5163.0,1495.0,1986-03-31,harper,jovic,harper|jovic
Harper,Jovic,2018.0,Full Season,NBA,Heat,80.0,80.0,2533.7333,1389.0,400.0,829.0,119.0,321.0,232.0,293.0,57.0,57.0,262.0,382.0,32.0,181.0,68.0,117.0,106.0,12.0,195.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5326.0,5060.7849,8440.8555,25.8044,0.543,0.2791,0.2548,2.9515000000000002,11.612,7.8666,24.6307,1.3674,0.0742,12.3979,0.2031,harper,jovic,harper|jovic,,-8.0,5326.0,1461.0,1986-03-31,harper,jovic,harper|jovic
Harper,Jovic,2019.0,Full Season,NBA,Heat,36.0,22.0,990.5167,494.0,122.0,269.0,57.0,164.0,79.0,101.0,25.0,20.0,91.0,174.0,9.0,71.0,30.0,48.0,40.0,5.0,81.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2196.0,2027.3001,8076.3168,23.7225,0.5173,0.3788,0.2333,3.343,10.7654,7.0214,27.6806,1.7696,0.13,12.9458,-1.0445,harper,jovic,harper|jovic,,42.0,2196.0,556.0,1986-03-31,harper,jovic,harper|jovic
Harper,Jovic,2020.0,Full Season,NBA,Heat,76.0,19.0,2215.5667,1277.0,277.0,547.0,161.0,445.0,240.0,307.0,41.0,42.0,214.0,376.0,29.0,183.0,57.0,107.0,69.0,12.0,174.0,0.0,0.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4257.0,4514.0836,9304.9873,26.2139,0.5665,0.4486,0.3095,2.8581000000000003,11.3849,7.0175,26.8937,1.2342,0.8961,13.9686,0.0504,harper,jovic,harper|jovic,,244.0,4257.0,1168.0,1986-03-31,harper,jovic,harper|jovic
Harper,Jovic,2021.0,Full Season,NBA,Heat,21.0,8.0,564.7,312.0,78.0,152.0,34.0,94.0,54.0,65.0,11.0,7.0,57.0,102.0,7.0,59.0,13.0,22.0,15.0,3.0,55.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1231.0,1151.5313,3456.4292,26.3497,0.5681,0.3821,0.2642,2.2483,9.5492,6.6668,31.3521,1.1836,0.3452,17.6859,-2.2646,harper,jovic,harper|jovic,,34.0,1231.0,340.0,1986-03-31,harper,jovic,harper|jovic
Harris,Melton,2012.0,Full Season,Spain - ACB,Golden Eagles,24.0,7.0,345.9,97.0,38.0,77.0,0.0,1.0,21.0,38.0,13.0,28.0,50.0,18.0,0.0,37.0,3.0,0.0,0.0,7.0,55.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.0947,587.0947,2342.299,19.8296,0.512,0.0128,0.4872,12.3299,19.7997,13.5971,13.1636,0.9848,1.5327000000000002,28.0899,-4.5427,harris,melton,harris|melton,False,,,,1980-03-22,harris,melton,harris|melton
Harrison,Podkolzin,2021.0,Full Season,Spain - ACB,Roadrunners,20.0,6.0,485.37,205.0,43.0,66.0,37.0,92.0,8.0,13.0,6.0,16.0,79.0,22.0,0.0,20.0,25.0,0.0,0.0,5.0,40.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.6292,908.6292,1534.308,17.8231,0.6261,0.5823,0.0823,3.601,18.8937,13.6395,7.6443,3.1097,1.5589,10.8861,4.6804,harrison,podkolzin,harrison|podkolzin,False,,,,1990-01-27,harrison,podkolzin,harrison|podkolzin
Harry,Archibald,2021.0,Full Season,EuroCup,Chippewas,2.0,0.0,5.7,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1538,10.1538,944.1355,24.6713,0.3472,0.0,1.0,22.4046,22.4578,24.1606,0.0,0.0,0.0,0.0,-19.7238,harry,archibald,harry|archibald,False,,,,2001-05-04,harry,archibald,harry|archibald
Harvey,Miranda,2021.0,Full Season,EuroLeague,Buffaloes,22.0,5.0,241.61,52.0,11.0,21.0,7.0,27.0,9.0,16.0,2.0,9.0,23.0,10.0,0.0,13.0,8.0,0.0,0.0,4.0,43.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.6977,428.6977,1657.2596,13.7951,0.47240000000000004,0.5625,0.33330000000000004,4.4755,12.258,9.8371,7.1671,1.6209,2.166,19.1064,-2.9552,harvey,miranda,harvey|miranda,False,,,,1993-01-11,harvey,miranda,harvey|miranda
Hasheem,Della,2018.0,Full Season,Spain - ACB,Huskies,12.0,0.0,152.82,44.0,11.0,27.0,3.0,16.0,13.0,20.0,2.0,9.0,17.0,6.0,0.0,9.0,5.0,0.0,0.0,1.0,18.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0711,272.0711,2424.7692,19.6644,0.4247,0.37210000000000004,0.4651,9.3442,15.9427,12.7453,4.9615,1.8034,1.0132,14.8026,-6.7693,hasheem,della,hasheem|della,False,,,,1995-03-12,hasheem,della,hasheem|della
Hasheem,Della,2020.0,Full Season,EuroLeague,Bison,23.0,5.0,208.83,71.0,12.0,30.0,7.0,22.0,26.0,31.0,3.0,21.0,25.0,10.0,0.0,4.0,3.0,0.0,0.0,1.0,31.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.1561,382.1561,2232.5655,15.8217,0.5408000000000001,0.42310000000000003,0.5962000000000001,13.7382,16.3929,13.3046,6.646,0.46940000000000004,0.5028,5.7438,-1.206,hasheem,della,hasheem|della,False,,,,1995-03-12,hasheem,della,hasheem|della
Hasheem,Della,2021.0,Full Season,EuroLeague,Bison,19.0,4.0,268.12,97.0,30.0,52.0,7.0,24.0,16.0,21.0,4.0,14.0,33.0,12.0,0.0,18.0,8.0,0.0,0.0,3.0,29.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.3725,470.3725,1570.1304,18.8211,0.5690000000000001,0.3158,0.2763,7.5061,17.647100000000002,11.9291,10.5581,1.4249,1.3974,17.4351,-3.1887,hasheem,della,hasheem|della,False,,,,1995-03-12,hasheem,della,hasheem|della
Hasheem,Della Valle,2017.0,Full Season,NBA,Mavericks,3.0,0.0,9.8667,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,18.9541,7599.5565,19.1244,0.0,0.33330000000000004,0.0,0.0,24.8553,13.2155,0.0,0.0,0.0,25.0,-26.377,hasheem,della valle,hasheem|della valle,,-12.0,24.0,4.0,,,,
Haukur,Iguodala,2015.0,Full Season,EuroCup,Bobcats,9.0,3.0,224.23,45.0,21.0,47.0,0.0,0.0,3.0,5.0,5.0,9.0,20.0,38.0,0.0,10.0,8.0,0.0,0.0,1.0,13.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0493,395.0493,1409.4468,13.0905,0.45730000000000004,0.0,0.10640000000000001,6.1924,10.2529,8.0927,28.0626,2.3998,0.5896,16.8919,2.0575,haukur,iguodala,haukur|iguodala,False,,,,1983-04-11,haukur,iguodala,haukur|iguodala
Hawkins,Chessa,2016.0,Full Season,EuroCup,Spartans,10.0,8.0,204.92,43.0,12.0,33.0,5.0,13.0,4.0,7.0,2.0,5.0,19.0,33.0,0.0,20.0,16.0,0.0,0.0,0.0,29.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.6353,366.6353,1145.0642,16.4804,0.43810000000000004,0.2826,0.1522,3.0816,10.7025,8.8704,27.2507,4.7233,0.0,28.9519,-4.0821,hawkins,chessa,hawkins|chessa,False,,,,1991-03-19,hawkins,chessa,hawkins|chessa
Hawkins,Chessa,2017.0,Full Season,Italy - Liga A,Bisons,44.0,44.0,1276.0,452.0,150.0,309.0,23.0,77.0,83.0,108.0,16.0,44.0,139.0,212.0,0.0,82.0,99.0,0.0,0.0,6.0,113.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2359.342,2359.342,3272.7549,18.5758,0.5213,0.1995,0.2798,3.3214,12.9809,9.4932,28.0982,4.3551,0.2076,15.9063,5.8214,hawkins,chessa,hawkins|chessa,False,,,,1991-03-19,hawkins,chessa,hawkins|chessa
Hawkins,Chessa,2019.0,Full Season,EuroCup,Bisons,4.0,4.0,130.01,38.0,15.0,27.0,0.0,6.0,8.0,11.0,2.0,2.0,11.0,37.0,0.0,8.0,8.0,0.0,0.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.4634,242.4634,755.3087,16.5944,0.5021,0.18180000000000002,0.33330000000000004,2.3098,10.9339,7.126,51.6916,3.6034,0.0,17.452,-0.6118,hawkins,chessa,hawkins|chessa,False,,,,1991-03-19,hawkins,chessa,hawkins|chessa
Hawkins,Chessa,2019.0,Full Season,EuroLeague,Mastodons,4.0,4.0,67.37,6.0,3.0,7.0,0.0,2.0,0.0,0.0,1.0,4.0,3.0,9.0,0.0,5.0,2.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.3958,117.3958,2091.0703,10.3946,0.33330000000000004,0.2222,0.0,8.2357,5.5592,6.0828,19.8603,2.0585,0.0,35.7143,-7.1935,hawkins,chessa,hawkins|chessa,False,,,,1991-03-19,hawkins,chessa,hawkins|chessa
Hawkins,Chessa,2019.0,Full Season,Italy - Liga A,Bisons,30.0,28.0,887.0,358.0,126.0,231.0,21.0,60.0,43.0,66.0,20.0,32.0,114.0,125.0,0.0,56.0,64.0,0.0,0.0,4.0,85.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1619.2472,1619.2472,2592.2559,19.9088,0.5593,0.20620000000000002,0.2268,5.4634,17.7274,11.4588,26.7388,3.8757,0.2682,14.892,5.3008,hawkins,chessa,hawkins|chessa,False,,,,1991-03-19,hawkins,chessa,hawkins|chessa
Hawkins,Chessa,2020.0,Full Season,EuroCup,Bisons,15.0,15.0,438.67,128.0,47.0,84.0,6.0,25.0,16.0,21.0,5.0,18.0,53.0,103.0,0.0,35.0,41.0,0.0,0.0,0.0,41.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,799.6412,799.6412,1166.6264,16.9262,0.5413,0.22940000000000002,0.1927,6.2335,16.9157,11.4417,42.1078,5.5416,0.0,22.84,3.0382,hawkins,chessa,hawkins|chessa,False,,,,1991-03-19,hawkins,chessa,hawkins|chessa
Hawkins,Chessa,2020.0,Full Season,Italy - Liga A,Bisons,18.0,17.0,537.0,132.0,45.0,83.0,8.0,25.0,18.0,21.0,2.0,12.0,57.0,94.0,0.0,39.0,36.0,0.0,0.0,1.0,47.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967.3211,967.3211,1738.2959,14.2951,0.5629000000000001,0.2315,0.19440000000000002,3.2913,11.6966,8.7389,29.4503,3.9347000000000003,0.041,24.9616,3.4658,hawkins,chessa,hawkins|chessa,False,,,,1991-03-19,hawkins,chessa,hawkins|chessa
Hayes,Hawes,2021.0,Full Season,EuroLeague,Monarchs,19.0,15.0,373.73,100.0,22.0,35.0,16.0,42.0,8.0,12.0,2.0,4.0,27.0,43.0,0.0,19.0,19.0,0.0,0.0,2.0,55.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647.5748,647.5748,1750.0408,13.7559,0.6077,0.5455,0.1558,3.0729,9.5292,6.1131,20.8218,3.0464,1.0493,18.759900000000002,0.8819,hayes,hawes,hayes|hawes,False,,,,1993-06-22,hayes,hawes,hayes|hawes
Hayes,Hawes,2021.0,Full Season,Spain - ACB,Monarchs,14.0,9.0,290.33,84.0,13.0,32.0,16.0,44.0,10.0,11.0,7.0,3.0,29.0,30.0,0.0,13.0,16.0,0.0,0.0,6.0,30.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.681,525.681,1593.364,15.7686,0.5195000000000001,0.5789000000000001,0.1447,0.7646000000000001,14.9463,7.2185,16.1298,3.5906000000000002,2.2509,13.8534,2.5968,hayes,hawes,hayes|hawes,False,,,,1993-06-22,hayes,hawes,hayes|hawes
Haywood,Porter,2017.0,Full Season,EuroCup,Bobcats,16.0,12.0,397.1,190.0,86.0,136.0,1.0,8.0,15.0,18.0,7.0,49.0,43.0,15.0,0.0,25.0,8.0,0.0,0.0,6.0,46.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679.3814,679.3814,1240.3783,22.1168,0.6253000000000001,0.055600000000000004,0.125,17.4976,15.792300000000001,14.8681,10.4877,1.7107,1.9785,14.1307,4.1032,haywood,porter,haywood|porter,False,,,,1989-09-15,haywood,porter,haywood|porter
Haywood,Porter,2018.0,Full Season,EuroLeague,Gators,11.0,3.0,157.22,52.0,14.0,21.0,7.0,20.0,3.0,4.0,2.0,8.0,19.0,6.0,0.0,1.0,4.0,0.0,0.0,3.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.363,276.363,2390.6366,13.8667,0.608,0.4878,0.0976,6.3313,17.9627,11.514,4.23,1.8625,2.3555,2.2852,1.8235999999999999,haywood,porter,haywood|porter,False,,,,1989-09-15,haywood,porter,haywood|porter
Haywood,Porter,2018.0,Full Season,Spain - ACB,Gators,9.0,2.0,140.14,55.0,11.0,22.0,10.0,23.0,3.0,4.0,1.0,13.0,22.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.6852,256.6852,3235.3985,17.134,0.5881000000000001,0.5111,0.0889,12.4733,17.9675,16.5535,4.1887,0.0,0.4554,6.0289,0.6925,haywood,porter,haywood|porter,False,,,,1989-09-15,haywood,porter,haywood|porter
Haywood,Porter Jr.,2013.0,Full Season,NBA,Cavaliers,32.0,0.0,333.9967,95.0,43.0,107.0,0.0,0.0,9.0,15.0,13.0,38.0,40.0,10.0,0.0,8.0,9.0,0.0,0.0,5.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,677.0,642.1445,7586.6016,16.2269,0.4181,0.0,0.14020000000000002,12.1548,14.155100000000001,14.3429,7.0421,1.423,1.0986,6.5789,-3.3217,haywood,porter jr.,haywood|porter jr.,,39.0,677.0,123.0,,,,
Heath,Arnaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983-10-29,heath,arnaldo,heath|arnaldo
Heckmann,Ely,2021.0,Full Season,EuroCup,Bluejays,4.0,1.0,46.08,18.0,8.0,15.0,0.0,0.0,2.0,2.0,1.0,4.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.8051,81.8051,996.8118,17.3575,0.5668000000000001,0.0,0.1333,11.379,20.4426,14.9583,11.2373,0.0,4.9996,5.9242,1.0825,heckmann,ely,heckmann|ely,False,,,,1987-06-01,heckmann,ely,heckmann|ely
Heckmann,Ely,2021.0,Full Season,Spain - ACB,Bluejays,7.0,3.0,84.3,22.0,9.0,20.0,0.0,0.0,4.0,7.0,0.0,8.0,14.0,3.0,0.0,3.0,2.0,0.0,0.0,4.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.7275,149.7275,1448.0688,15.1093,0.4766,0.0,0.35000000000000003,11.7489,19.4302,17.4907,8.0528,1.2887,4.9747,11.5031,-0.274,heckmann,ely,heckmann|ely,False,,,,1987-06-01,heckmann,ely,heckmann|ely
Hector,Jekiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982-02-11,hector,jekiri,hector|jekiri
Helmanis,Klimenko,2021.0,Full Season,Spain - ACB,Salukis,17.0,2.0,106.16,28.0,2.0,12.0,3.0,11.0,15.0,16.0,1.0,1.0,10.0,9.0,0.0,12.0,4.0,0.0,0.0,0.0,19.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.084,191.084,1449.9665,18.6413,0.466,0.4783,0.6957,1.0139,11.7163,7.9029,15.8336,2.3758,0.0,28.5442,-8.621,helmanis,klimenko,helmanis|klimenko,False,,,,1994-11-20,helmanis,klimenko,helmanis|klimenko
Henri,Bullard,2021.0,Full Season,EuroCup,,6.0,5.0,121.5,64.0,16.0,28.0,7.0,22.0,11.0,11.0,0.0,1.0,3.0,6.0,0.0,7.0,5.0,0.0,0.0,1.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.7401,218.7401,1012.5372,24.5856,0.5856,0.4373,0.21860000000000002,2.4256,2.9455,1.9169,12.1207,1.9784000000000002,1.2646,11.199,-2.4433,henri,bullard,henri|bullard,False,,,,1993-03-08,henri,bullard,henri|bullard
Henri,Bullard,2021.0,Full Season,Spain - ACB,Knights,4.0,1.0,95.0,34.0,10.0,23.0,0.0,6.0,14.0,17.0,1.0,1.0,4.0,4.0,0.0,7.0,7.0,0.0,0.0,1.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.9912,168.9912,1520.1703,22.321,0.466,0.2069,0.5862,0.25680000000000003,5.0994,4.3093,7.3085,4.5556,0.9279000000000001,16.0994,-6.15,henri,bullard,henri|bullard,False,,,,1993-03-08,henri,bullard,henri|bullard
Henry,Waczynski,2021.0,Full Season,EuroCup,Bluejays,14.0,3.0,203.73,48.0,15.0,48.0,2.0,7.0,12.0,20.0,4.0,21.0,33.0,6.0,0.0,17.0,5.0,0.0,0.0,1.0,23.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.6788,361.6788,996.8118,18.7924,0.37620000000000003,0.1273,0.36360000000000003,11.5659,22.4674,17.3828,7.5259,1.0742,0.0966,21.0396,-6.3848,henry,waczynski,henry|waczynski,False,,,,1991-04-04,henry,waczynski,henry|waczynski
